loan_id,maturity_date,customer_id,application_date,disburse_date,pledge_date,product_type,loan_grade,lender,facility,total_fees,total_other,total_interest,credit_bureau_score,term,frequency,interest_rate,disburse_principal,outstanding_balance,currency,dpd,ratio_paid,loan_status,amount_buckets,company,loan_counts,term_buckets,location_state_province
ABF - DSB1768-002,2024-06-03,CLI0581,,2024-04-29,,factoring,,,,9.6,0.0,107.13,,35,One-time,0.727,1675.47,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1769-001,2024-06-12,CLI1314,,2024-04-29,,factoring,,,,3.86,0.0,23.47,,44,One-time,0.691,328.08,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1769-002,2024-05-31,CLI1314,,2024-04-29,,factoring,,,,3.81,0.0,23.15,,32,One-time,0.95,323.66,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1769-003,2024-05-31,CLI1314,,2024-04-29,,factoring,,,,5.6,0.0,34.07,,32,One-time,0.95,476.27,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1770-001,2024-05-09,CLI2394,,2024-04-29,,factoring,,,,8.85,0.0,22.12,,10,One-time,1.523,742.08,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,0-10 Days,San Salvador
ABF - DSB1771-001,2024-06-25,CLI1302,,2024-04-29,,factoring,,,,11.67,0.0,222.11,,57,One-time,0.574,2608.99,0.0,USD,0,1.0,Complete,2.5K-5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB1771-002,2024-06-28,CLI1302,,2024-04-29,,factoring,,,,14.88,0.0,283.33,,60,One-time,0.545,3328.08,0.0,USD,0,1.0,Complete,2.5K-5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB1772-001,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,0.34,0.0,6.92,,42,One-time,0.582,108.5,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-002,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,0.33,0.0,6.61,,42,One-time,0.582,103.67,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-003,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,1.37,0.0,27.68,,42,One-time,0.581,434.22,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-004,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,1.54,0.0,31.12,,42,One-time,0.582,488.11,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-005,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,3.91,0.0,78.88,,42,One-time,0.582,1237.16,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-006,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,0.36,0.0,7.33,,42,One-time,0.582,114.9,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-007,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,3.74,0.0,75.48,,42,One-time,0.582,1183.84,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-008,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,0.18,0.0,3.62,,42,One-time,0.582,56.71,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-009,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,0.97,0.0,19.58,,42,One-time,0.582,307.13,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-010,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,0.23,0.0,4.73,,42,One-time,0.581,74.15,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-011,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,1.82,0.0,36.76,,42,One-time,0.582,576.6,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-012,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,0.1,0.0,1.95,,42,One-time,0.584,30.53,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-013,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,0.1,0.0,1.95,,42,One-time,0.584,30.53,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-014,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,3.43,0.0,69.13,,42,One-time,0.582,1084.21,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-015,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,5.33,0.0,107.59,,42,One-time,0.582,1687.51,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-016,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,0.51,0.0,10.19,,42,One-time,0.582,159.82,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-017,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,1.32,0.0,26.7,,42,One-time,0.581,418.83,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-018,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,0.36,0.0,7.33,,42,One-time,0.582,114.9,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1772-019,2024-06-10,CLI1070,,2024-04-29,,factoring,,,,0.6,0.0,12.14,,42,One-time,0.581,190.43,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1773-001,2024-05-24,CLI0864,,2024-04-29,,factoring,,,,1.01,0.0,7.37,,25,One-time,0.787,155.42,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB1773-002,2024-05-24,CLI0864,,2024-04-29,,factoring,,,,0.5,0.0,3.62,,25,One-time,0.789,76.28,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB1773-003,2024-06-14,CLI0864,,2024-04-29,,factoring,,,,2.71,0.0,39.42,,46,One-time,0.804,415.82,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB1773-004,2024-05-24,CLI0864,,2024-04-29,,factoring,,,,4.47,0.0,32.54,,25,One-time,0.787,686.43,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,San Salvador
ABF - DSB1773-005,2024-06-14,CLI0864,,2024-04-29,,factoring,,,,0.25,0.0,3.62,,46,One-time,0.805,38.14,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB1773-006,2024-06-04,CLI0864,,2024-04-29,,factoring,,,,1.29,0.0,14.11,,36,One-time,0.787,198.46,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1773-007,2024-06-14,CLI0864,,2024-04-29,,factoring,,,,0.65,0.0,9.41,,46,One-time,0.804,99.23,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB1773-008,2024-06-25,CLI0864,,2024-04-29,,factoring,,,,2.4,0.0,34.94,,57,One-time,0.649,368.57,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB1774-001,2024-05-30,CLI2745,,2024-04-30,,factoring,,,,84.07,0.0,1465.8,,30,One-time,0.607,31053.25,0.0,USD,0,1.0,Complete,10K-50K,ABF,2,21-30 Days,San Salvador
ABF - DSB1775-001,2024-05-23,CLI0241,,2024-04-30,,factoring,,,,3.54,0.0,26.83,,23,One-time,0.851,566.09,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,San Salvador
ABF - DSB1775-002,2024-05-31,CLI0241,,2024-04-30,,factoring,,,,3.61,0.0,41.02,,31,One-time,0.911,576.98,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1775-003,2024-05-16,CLI0241,,2024-04-30,,factoring,,,,6.12,0.0,46.3,,16,One-time,1.224,976.95,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,11-20 Days,San Salvador
ABF - DSB1776-001,2024-07-03,CLI2520,,2024-04-30,,factoring,,,,5.31,0.0,100.0,,64,One-time,0.672,894.0,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,61-90 Days,San Salvador
ABF - DSB1776-002,2024-07-17,CLI2520,,2024-04-30,,factoring,,,,5.31,0.0,100.0,,78,One-time,0.551,894.0,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,61-90 Days,San Salvador
ABF - DSB1776-003,2024-05-30,CLI2520,,2024-04-30,,factoring,,,,2.65,0.0,20.0,,30,One-time,0.617,447.0,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB1777-001,2024-06-28,CLI2234,,2024-04-30,,factoring,,,,4.89,0.0,56.45,,59,One-time,0.574,660.88,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,46-60 Days,San Salvador
ABF - DSB1777-002,2024-09-09,CLI2234,,2024-04-30,,factoring,,,,4.19,0.0,100.8,,132,One-time,0.513,566.46,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,121-180 Days,San Salvador
ABF - DSB1777-003,2024-09-09,CLI2234,,2024-04-30,,factoring,,,,4.19,0.0,100.8,,132,One-time,0.513,566.46,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,121-180 Days,San Salvador
ABF - DSB1778-001,2024-05-17,CLI2509,,2024-04-30,,factoring,,,,13.27,0.0,75.38,,17,One-time,1.503,1266.38,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,11-20 Days,Cuscatlán
ABF - DSB1779-001,2024-05-16,CLI2520,,2024-04-30,,factoring,,,,42.48,0.0,411.29,,16,One-time,1.124,9206.06,0.0,USD,0,1.0,Complete,5K-10K,ABF,11+,11-20 Days,San Salvador
ABF - DSB1780-001,2024-06-14,CLI2038,,2024-04-30,,factoring,,,,13.27,0.0,137.89,,45,One-time,0.633,1938.51,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1781-001,2024-07-31,CLI2165,,2024-04-30,,factoring,,,,6.39,0.0,110.64,,92,One-time,0.418,1111.51,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,91-120 Days,La Libertad
ABF - DSB1781-002,2024-06-28,CLI2165,,2024-04-30,,factoring,,,,6.88,0.0,100.47,,59,One-time,0.556,1195.23,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,46-60 Days,La Libertad
ABF - DSB1782-001,2024-06-04,CLI2747,,2024-04-30,,factoring,,,,13.27,0.0,75.94,,35,One-time,0.877,1060.76,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1783-001,2024-06-10,CLI1044,,2024-05-02,,factoring,,,,42.48,0.0,654.13,,39,One-time,0.636,10248.56,0.0,USD,0,1.0,Complete,10K-50K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1784-001,2024-06-21,CLI2043,,2024-05-02,,factoring,,,,9.06,0.0,138.15,,50,One-time,0.663,1620.69,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,46-60 Days,La Libertad
ABF - DSB1784-002,2024-06-21,CLI2043,,2024-05-02,,factoring,,,,9.21,0.0,140.35,,50,One-time,0.663,1646.46,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,46-60 Days,La Libertad
ABF - DSB1784-003,2024-06-21,CLI2043,,2024-05-02,,factoring,,,,1.3,0.0,19.8,,50,One-time,0.663,232.28,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,46-60 Days,La Libertad
ABF - DSB1784-004,2024-05-31,CLI2043,,2024-05-02,,factoring,,,,3.15,0.0,24.01,,29,One-time,0.607,563.28,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,La Libertad
ABF - DSB1784-005,2024-05-31,CLI2043,,2024-05-02,,factoring,,,,3.83,0.0,29.21,,29,One-time,0.607,685.44,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,La Libertad
ABF - DSB1785-001,2024-07-05,CLI0211,,2024-05-02,,factoring,,,,8.85,0.0,104.37,,64,One-time,0.923,699.71,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,61-90 Days,Ahuachapán
ABF - DSB1786-001,2024-10-04,CLI0078,,2024-05-02,,factoring,,,,7.9,0.0,359.85,,155,One-time,0.427,2030.21,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,5-10,121-180 Days,San Salvador
ABF - DSB1786-002,2024-08-07,CLI0078,,2024-05-02,,factoring,,,,9.35,0.0,397.24,,97,One-time,0.637,2401.25,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,5-10,91-120 Days,San Salvador
ABF - DSB1786-003,2024-10-08,CLI0078,,2024-05-02,,factoring,,,,9.3,0.0,423.41,,159,One-time,0.416,2388.82,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,121-180 Days,San Salvador
ABF - DSB1787-001,2024-07-02,CLI2452,,2024-05-02,,factoring,,,,6.16,0.0,85.0,,61,One-time,0.762,715.54,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,61-90 Days,San Salvador
ABF - DSB1787-002,2024-05-31,CLI2452,,2024-05-02,,factoring,,,,2.75,0.0,15.2,,29,One-time,0.706,319.89,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB1787-003,2024-06-05,CLI2452,,2024-05-02,,factoring,,,,2.29,0.0,18.98,,34,One-time,0.857,266.35,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1787-004,2024-05-16,CLI2452,,2024-05-02,,factoring,,,,2.07,0.0,7.14,,14,One-time,0.999,240.42,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,11-20 Days,San Salvador
ABF - DSB1788-001,2024-09-09,CLI2234,,2024-05-03,,factoring,,,,8.85,0.0,77.28,,129,One-time,0.57,427.92,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,121-180 Days,San Salvador
ABF - DSB1789-001,2024-06-03,CLI1301,,2024-05-03,,factoring,,,,13.27,0.0,141.2,,31,One-time,1.147,1585.32,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1790-001,2024-05-15,CLI0786,,2024-05-03,,factoring,,,,13.27,0.0,53.93,,12,One-time,1.124,1818.73,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,11-20 Days,San Salvador
ABF - DSB1791-001,2024-06-10,CLI2605,,2024-05-03,,factoring,,,,13.27,0.0,186.14,,38,One-time,0.73,2622.04,0.0,USD,0,1.0,Complete,2.5K-5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-001,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.53,0.0,9.09,,38,One-time,0.649,142.46,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-002,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.22,0.0,3.85,,38,One-time,0.647,60.4,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-003,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,5.72,0.0,98.12,,38,One-time,0.649,1538.03,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-004,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-005,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.81,0.0,13.88,,38,One-time,0.648,217.63,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-006,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-007,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.81,0.0,13.88,,38,One-time,0.648,217.63,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-008,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-009,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.81,0.0,13.88,,38,One-time,0.648,217.63,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-010,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-011,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.81,0.0,13.88,,38,One-time,0.648,217.63,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-012,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-013,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.57,0.0,9.74,,38,One-time,0.649,152.66,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-014,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-015,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.57,0.0,9.74,,38,One-time,0.649,152.66,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-016,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-017,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.57,0.0,9.74,,38,One-time,0.649,152.66,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-018,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-019,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.57,0.0,9.74,,38,One-time,0.649,152.66,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-020,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-021,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.57,0.0,9.74,,38,One-time,0.649,152.66,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-022,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-023,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.81,0.0,13.88,,38,One-time,0.648,217.63,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-024,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.59,0.0,10.19,,38,One-time,0.648,159.72,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-025,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.75,0.0,12.91,,38,One-time,0.649,202.32,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-026,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-027,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.81,0.0,13.88,,38,One-time,0.648,217.63,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-028,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,3.25,0.0,55.63,,38,One-time,0.649,872.0,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-029,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,1.35,0.0,23.12,,38,One-time,0.648,362.48,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-030,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.15,0.0,2.5,,38,One-time,0.649,39.23,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-031,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,1.98,0.0,33.86,,38,One-time,0.649,530.74,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-032,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.54,0.0,9.25,,38,One-time,0.648,145.05,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-033,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,2.91,0.0,49.91,,38,One-time,0.649,782.27,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-034,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.53,0.0,9.09,,38,One-time,0.649,142.46,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-035,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.22,0.0,3.85,,38,One-time,0.647,60.4,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-036,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.11,0.0,1.95,,38,One-time,0.649,30.51,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-037,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,2.41,0.0,41.37,,38,One-time,0.649,648.49,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-038,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,1.77,0.0,30.35,,38,One-time,0.649,475.68,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-039,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.31,0.0,5.28,,38,One-time,0.648,82.82,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-040,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.17,0.0,2.86,,38,One-time,0.649,44.82,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-041,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.75,0.0,12.83,,38,One-time,0.649,201.1,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-042,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.06,0.0,0.95,,38,One-time,0.649,14.94,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-043,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.18,0.0,3.01,,38,One-time,0.651,47.1,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-044,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.11,0.0,1.95,,38,One-time,0.649,30.51,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-045,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.04,0.0,0.63,,38,One-time,0.647,9.95,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-046,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.72,0.0,12.39,,38,One-time,0.648,194.26,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-047,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.42,0.0,7.28,,38,One-time,0.648,114.18,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-048,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.4,0.0,6.89,,38,One-time,0.649,107.92,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-049,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,2.33,0.0,39.88,,38,One-time,0.649,625.14,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-050,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.11,0.0,1.95,,38,One-time,0.649,30.51,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-051,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.07,0.0,1.16,,38,One-time,0.65,18.17,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-052,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.59,0.0,10.19,,38,One-time,0.648,159.72,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-053,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,1.03,0.0,17.58,,38,One-time,0.649,275.52,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-054,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,0.59,0.0,10.19,,38,One-time,0.648,159.72,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB1792-055,2024-06-10,CLI1070,,2024-05-03,,factoring,,,,1.03,0.0,17.58,,38,One-time,0.649,275.52,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
